BUSINESS NAME,ADDRESS,CITY,ZIP CODE,NAICS CODE,PHONE NUMBER,WEBSITE,ABC LICENSE,ADDRESS AUTHORITY,ADDRESS ID,GEOMETRY
HERTZ EQUIPMENT RENTAL,8080 AIRLINE HWY,BATON ROUGE,70806,532111,,,NO,BATON ROUGE,115309,POINT (-91.105636677273 30.464704717545)
SOVA FINANCIAL GROUP,7912 STE B WRENWOOD BLVD,BATON ROUGE,70809,523930,,,NO,BATON ROUGE,134995,POINT (-91.100799380977 30.422563934108)
SPECTRUM FITNESS & LADY SPECTRUM,4355 PERKINS RD,BATON ROUGE,70808,713940,,,NO,BATON ROUGE,82842,POINT (-91.144970191882 30.418107005005)
METRO PCS AUTHORIZED DEALER,9600 STE 2 FLORIDA BLVD,BATON ROUGE,70815,,,,NO,BATON ROUGE,232460,POINT (-91.081018796171 30.454684763881)
CREATIVE CONSTRUCTION OF LA INC,10422 CARMEL DR,CENTRAL,70818,236000,,,NO,CENTRAL,205063,POINT (-91.07763945457 30.543071494649)
A'S CAB,11930 FOREST OAKS CT,BATON ROUGE,70815,485000,,,NO,BATON ROUGE,14007,POINT (-91.050939638281 30.462144804205)
GD HEAT AND AIR LLC,15012 POINT CHENIER AVE,BATON ROUGE,70817,238000,,,NO,PARISH,30438,POINT (-91.017123492933 30.386819195072)
HEALTH QUEST PHYSICAL THERAPY,12180 GREENWELL SPRINGS RD,BATON ROUGE,70814,621340,,,NO,PARISH,15653,POINT (-91.049541423944 30.497661781616)
GLENN M KIDDER,12036 JUSTICE AVE,BATON ROUGE,70816,621000,,,NO,BATON ROUGE,14666,POINT (-91.047498242218 30.423840314596)
JS HELD LLC,4307 STE B BLUEBONNET BLVD,BATON ROUGE,70809,,,,NO,PARISH,224461,POINT (-91.077966316839 30.409402239034)
LA PATRONA LLC,11250 FLORIDA BLVD,BATON ROUGE,70815,424410,,,YES,BATON ROUGE,137240,POINT (-91.059675588135 30.45738872597)
KELLY'S UNIQUE CATERING,3548 BEECH ST,BATON ROUGE,70805,722000,,,NO,BATON ROUGE,74320,POINT (-91.153895156818 30.495214522138)
LOUISIANA SOCCER ASSOCIATION,2133 STE G SILVERSIDE DR,BATON ROUGE,70808,924120,,,NO,BATON ROUGE,136025,POINT (-91.112507150197 30.395933498688)
M VINCE NAIL SPA,2579 OLEANDER ST,BATON ROUGE,70806,815000,,,NO,BATON ROUGE,61711,POINT (-91.16144377809 30.442601555213)
DUTCH PHYSICAL THERAPY INC,5627 BLDG 1 BANKERS AVE,BATON ROUGE,70808,621000,,,NO,BATON ROUGE,139880,POINT (-91.132333551408 30.427339465895)
COURTNEYS HUNTING SERVICE LLC,3637 BERKLEY HILL AVE,BATON ROUGE,70809,815000,,,NO,BATON ROUGE,75181,POINT (-91.081733890166 30.415966025488)
WALGREENS #07836,3671 JOOR RD,BATON ROUGE,70814,446110,225-924-3880,http://walgreens.com/,YES,PARISH,75578,POINT (-91.090064424227 30.484107103147)
BATON ROUGE DIESEL PARTS INC,12561 S CHOCTAW DR,BATON ROUGE,70815,441000,,,NO,BATON ROUGE,19178,POINT (-91.04263896642 30.472645937108)
YARBER RENOVATIONS & HVAC,5781 SAN JUAN DR,BATON ROUGE,70811,238000,,,NO,PARISH,97324,POINT (-91.132259205323 30.522809161741)
EVANS BROTHERS WELDING & REPAIR,5960 HOOPER RD,BATON ROUGE,70811,811310,,,NO,PARISH,99095,POINT (-91.131100725733 30.52340454733)
RAISING CANES #15 - COURSEY,14929 MARKET ST,BATON ROUGE,70817,722000,,,NO,PARISH,30194,POINT (-91.01879430655 30.407984807019)
SARKIS FINE ANTIQUES GALLERY,4385 GOVERNMENT ST,BATON ROUGE,70806,453220,,,NO,BATON ROUGE,83100,POINT (-91.144713098058 30.444668781734)
MARGARET BLADES ARTS,6125 WILDFLOWER RD,BATON ROUGE,70817,454000,,,NO,PARISH,100566,POINT (-90.988437115171 30.396805427349)
LOUISIANA IMPORTS,9344 AIRLINE HWY,BATON ROUGE,70815,441120,,,NO,BATON ROUGE,124590,POINT (-91.086466549751 30.438486181986)
G L S SERVICES LLC,2935 CRATER LAKE DR,BATON ROUGE,70814,815000,,,NO,BATON ROUGE,66195,POINT (-91.087587747779 30.475615580146)
IN KOVENANT MINISTRIES,326 HILLCREST AVE,BATON ROUGE,70807,813000,225-775-3926,,NO,BATON ROUGE,70888,POINT (-91.197437562478 30.540450331942)
SNYPER DRILLING SERVICES,8447 ATHENS AVE,BATON ROUGE,70814,213111,,,NO,BATON ROUGE,117994,POINT (-91.100537220146 30.475367957818)
THE ELIZABETHAN GALLERY,680 JEFFERSON HWY,BATON ROUGE,70806,712000,,,NO,BATON ROUGE,106443,POINT (-91.130770943468 30.443294496379)
"OXFORD ALLOYS, INC.",2632 TEE DR,BATON ROUGE,70814,423840,,,NO,BATON ROUGE,89292,POINT (-91.068285037239 30.473214189228)
WILLIAMS E C MD,438 PARK HILLS DR,BATON ROUGE,70806,621111,,,NO,BATON ROUGE,83064,POINT (-91.150543720908 30.451925833442)
KING Z CUSTOM AUTOMOTIVE,14810 OLD HAMMOND HWY,BATON ROUGE,70816,811118,,,NO,PARISH,29750,POINT (-91.021471887328 30.452898473336)
WHITNEY BANK,2700 PLANK RD,BATON ROUGE,70805,522110,,,NO,BATON ROUGE,63056,POINT (-91.162253605476 30.472443769448)
C G'S GYMNASTICS,14550 FLORIDA BLVD,BATON ROUGE,70819,815000,,,NO,PARISH,28836,POINT (-91.024081759782 30.463135615218)
SCOTTS SOAP CORNER AUTO DETAIL,970 GOVERNMENT ST,BATON ROUGE,70802,815000,,,NO,BATON ROUGE,127746,POINT (-91.180005823933 30.443291793437)
BOOM SPEED SHOP,13822 UNIT 19 FLORIDA BLVD,BATON ROUGE,70819,441000,,,NO,PARISH,242540,POINT (-91.030071753316 30.460618936488)
CROWN FINANCIAL SERVICES INC,5235 STE H FLORIDA BLVD,BATON ROUGE,70806,521000,,,NO,BATON ROUGE,246447,POINT (-91.13609600803 30.451713259157)
"GENERAL'S INSURANCE, THE",5930 PLANK RD,BATON ROUGE,70805,524210,,,NO,BATON ROUGE,98680,POINT (-91.151348515938 30.503843538732)
LOUISIANA ACADEMY OF FAMILY PHYSICIANS,919 TARA BLVD,BATON ROUGE,70806,621111,,,NO,BATON ROUGE,136301,POINT (-91.095698050601 30.441715567114)
MAID LOU ROSE,944 BAIRD DR,BATON ROUGE,70808,561000,,,NO,BATON ROUGE,125541,POINT (-91.120518457337 30.384302517067)
BIG BOY SHOP & GEAUX INC,12110 OLD HAMMOND HWY,BATON ROUGE,70816,453000,,,YES,BATON ROUGE,15031,POINT (-91.045016330639 30.440180792472)
ACCEPTANCE NOW 08343,5840 STE A PLANK RD,BATON ROUGE,70805,442000,,,NO,BATON ROUGE,231000,POINT (-91.151309486764 30.502692877446)
SUBWAY #28827,3015 MILLERVILLE RD,BATON ROUGE,70816,722000,,,NO,BATON ROUGE,66695,POINT (-91.023664375404 30.432661730264)
GRAHAM CONSTRUCTION CO.,4740 JONES CREEK RD,BATON ROUGE,70817,238910,,,NO,PARISH,86390,POINT (-91.016310029898 30.410510114809)
J DUPUY CONSTRUCTION,15644 HONEYWOOD AVE,BATON ROUGE,70816,238000,,,NO,PARISH,34001,POINT (-91.011377395746 30.450313675024)
PROVIDENCE ENGR & ENV GROUP LL,1201 MAIN ST,BATON ROUGE,70802,541000,,,NO,BATON ROUGE,143458,POINT (-91.176997378651 30.452040716473)
STEVE MARANTO,4928 IDLEWOOD DR,BATON ROUGE,70809,815000,,,NO,PARISH,87920,POINT (-91.072472060388 30.403278080851)
CHINA EXPRESS,11822 COURSEY BLVD,BATON ROUGE,70816,722000,,,NO,BATON ROUGE,166777,POINT (-91.049426753995 30.410813812599)
SANDRAS CREATIONS LLC,23729 SUNNYSIDE LN,ZACHARY,70791,815000,,,NO,PARISH,58961,POINT (-91.237554738855 30.697388206941)
"COMEAUX WALTER, HOPEWELL JOHN III ATTYS",2051 STE 160 SILVERSIDE DR,BATON ROUGE,70808,541110,,,NO,BATON ROUGE,136015,POINT (-91.112814464596 30.39558729765)
BRAKE 2 BUY,5736 ANTIOCH BLVD,BATON ROUGE,70817,,,,NO,PARISH,96862,POINT (-91.001739038251 30.398447512972)
DOC'S LAUNDRY & LINEN,5023 PLANK RD,BATON ROUGE,70805,812320,,,NO,BATON ROUGE,88643,POINT (-91.155201512461 30.49486554474)
RJT INDUSTRIAL LLC,717 S FOSTER DR,BATON ROUGE,70806,423000,,,NO,BATON ROUGE,109087,POINT (-91.138209343657 30.44238940345)
WORRY FREE BAIL BONDS,155 STE 53B MARILYN DR,BATON ROUGE,70815,815000,,,NO,BATON ROUGE,15781,POINT (-91.075224966487 30.454579308206)
SAS Y DESIGNS LLC,726 WOODSTONE DR,BATON ROUGE,70808,454000,,,NO,BATON ROUGE,109811,POINT (-91.145297355301 30.392300827429)
DOLLAR GENERAL,3204 BAKER BLVD,BAKER,70714,445110,225-778-4771,http://dollargeneral.com,NO,BAKER,190094,POINT (-91.165848969398 30.594083249584)
MICHAEL STEPHEN MAY,8180 YMCA PLAZA DR,BATON ROUGE,70810,541000,,,NO,PARISH,116072,POINT (-91.076870827572 30.372815088833)
ROCKN OUUT MINI MART,535 N EUGENE ST,BATON ROUGE,70802,722000,,,NO,BATON ROUGE,92839,POINT (-91.161223763328 30.45281397385)
ELMO THOMAS JR ROOF & HOME REPAIR,12533 KINGSTON DR,BATON ROUGE,70807,238000,,,NO,BATON ROUGE,18890,POINT (-91.162004548063 30.558259615602)
"HAPPY NOTE, THE",3753 STE C PERKINS RD,BATON ROUGE,70808,722000,,,NO,BATON ROUGE,136985,POINT (-91.150479565391 30.420600843298)
CAM MOTION INC,2157 BEAUMONT DR,BATON ROUGE,70806,811000,,,NO,BATON ROUGE,54648,POINT (-91.111772602146 30.469885626039)
SMOOTH,9373 BARINGER FOREMAN RD,BATON ROUGE,70817,446000,,,NO,PARISH,181771,POINT (-91.019762444269 30.365039327331)
ZOE'S KITCHEN,7707 STE 120 BLUEBONNET BLVD,BATON ROUGE,70810,722000,,,NO,PARISH,219941,POINT (-91.095907123828 30.380221537711)
A-Z MARINE SUPPLY LLC,8091 TOM DR,BATON ROUGE,70815,453000,,,NO,BATON ROUGE,115363,POINT (-91.104356538181 30.467600830351)
JOEL FREEMAN LAW FIRM LLC,11750 STE A6 BRICKSOME AVE,BATON ROUGE,70816,541110,,,NO,BATON ROUGE,219253,POINT (-91.051655497694 30.42668576331)
DIVINE AESTHETICS LLC,4454 STE 10 AMERICAN WAY,BATON ROUGE,70816,812000,,,,PARISH,244009,POINT (-91.054797892663 30.414548617487)
YOUNG YEARS CHILD DEVELOPMENT CENTER,5349 FLANDERS DR,BATON ROUGE,70809,624110,,,NO,BATON ROUGE,163088,POINT (-91.108181019212 30.399685146952)
SPOTLESS CLEANING SERVICE,17328 TRUTH DR,BAKER,70714,815000,,,NO,PARISH,41387,POINT (-91.17848712255 30.614687715785)
SAFETY SHOES DISP LLC,4443 JEFFREY DR,BATON ROUGE,70816,453000,,,NO,PARISH,147866,POINT (-91.062469026487 30.410482920083)
CREATIVE BEGINNINGS,1284 MEADOW LEA DR,BATON ROUGE,70808,812000,,,NO,BATON ROUGE,20639,POINT (-91.14031330473 30.402588427126)
NEIGHBORS FEDERAL CREDIT UNION,7800 HOWELL BLVD,BATON ROUGE,70807,522130,,,NO,BATON ROUGE,113637,POINT (-91.154194492864 30.518411364269)
PAUL ABIDE JR,8311 OAKBROOK DR,BATON ROUGE,70810,541000,,,NO,PARISH,117041,POINT (-91.079647962226 30.371956886521)
CECIL W LOVELL,13841 PERKINS RD,BATON ROUGE,70810,621000,,,NO,PARISH,25367,POINT (-91.063568162515 30.365114894239)
HEART OF BOHEMIA LLC,9955 E CORONADO DR,BATON ROUGE,70815,454000,,,NO,BATON ROUGE,129623,POINT (-91.073476073665 30.466526758748)
TOKYO GRILL,1295 STE D N SHERWOOD FOREST DR,BATON ROUGE,70816,722000,,,NO,BATON ROUGE,227639,POINT (-91.058895017352 30.4601167073)
DIVERSIFIED PROFESSIONALS INC,8946 STE C INTERLINE AVE,BATON ROUGE,70809,815000,,,NO,BATON ROUGE,135355,POINT (-91.087237515145 30.41967235709)
DOWTYS MACHINE WORKS INC,12040 PLANK RD,BATON ROUGE,70811,339000,,,NO,PARISH,14694,POINT (-91.133373566402 30.556123518825)
JLJ MANAGEMENT SOLUTIONS,2847 SARATOGA DR,BATON ROUGE,70808,815000,,,NO,BATON ROUGE,65152,POINT (-91.129373675058 30.416209277674)
NEIGHBORS FEDERAL CREDIT UNION,3888 STE B S SHERWOOD FOREST BLVD,BATON ROUGE,70816,522130,,,NO,BATON ROUGE,135247,POINT (-91.05264358909 30.417880051604)
IDEAL APPLIANCE PARTS,10569 STE A FLORIDA BLVD,BATON ROUGE,70815,453000,,,NO,BATON ROUGE,136842,POINT (-91.068266424109 30.457933597445)
UNIVERSITY CLUB DEVELOPMENT LLC,15310 MEMORIAL TOWER DR,BATON ROUGE,70810,531000,,,NO,PARISH,145809,POINT (-91.119894220754 30.318639287379)
NEICEES TOUCH OF CATERING,2713 ADAMS AVE,BATON ROUGE,70802,722000,,,NO,BATON ROUGE,63228,POINT (-91.161619381946 30.468675967435)
GUS YOUNG LAUNDRY,4816 GUS YOUNG AVE,BATON ROUGE,70802,812310,,,NO,BATON ROUGE,87471,POINT (-91.141965063913 30.461949704878)
KASEDS INTERNATIONAL MARKET,8129 FLORIDA BLVD,BATON ROUGE,70806,445000,,,NO,BATON ROUGE,136145,POINT (-91.103477313265 30.452486055361)
SUPERIOR MANUFACTURING CO.,10836 N DUAL ST,BATON ROUGE,70814,423920,,,NO,BATON ROUGE,7327,POINT (-91.063810111007 30.473347523151)
CHAPMAN MARKETING & CONSULTATION LLC,8052 ANTEBELLUM AVE,BATON ROUGE,70820,541000,,,NO,PARISH,217517,POINT (-91.136208362444 30.360551116503)
LA CARRETA,4065 GOVERNMENT ST,BATON ROUGE,70806,722000,,,YES,BATON ROUGE,79871,POINT (-91.147536010246 30.444720210892)
NEMSCO INC,11048 CLOVERLAND AVE,BATON ROUGE,70809,423000,,,NO,PARISH,8652,POINT (-91.056823272122 30.394406863585)
PITCH BY PITCH BASEBALL,9122 CASTILLE RD,BATON ROUGE,70809,815000,,,NO,PARISH,148225,POINT (-91.032370007669 30.36635847206)
MASON & LAYAH GRAPHIC DESIGN LLC,1554 N 40TH ST,BATON ROUGE,70802,454000,,,NO,BATON ROUGE,33416,POINT (-91.150146134216 30.462567045081)
ELEMENT CONSTRUCTION,4889 FIELD DR,BATON ROUGE,70809,236000,,,NO,PARISH,120319,POINT (-91.087075435154 30.403264871891)
TIRE DISCOUNT INC,6970 PLANK RD,BATON ROUGE,70811,453000,,,NO,BATON ROUGE,107626,POINT (-91.147798944734 30.513593195386)
PERFORMANCE CONTRACTORS INC.,9865 PERFORMANCE WAY,BATON ROUGE,70810,,,,NO,PARISH,129015,POINT (-91.048931859767 30.360746933941)
STEVENSON & ASSOCIATES ROOFING,251 DELPHINE ST,BATON ROUGE,70806,238000,,,NO,BATON ROUGE,60626,POINT (-91.163872867416 30.446332492804)
NEW BEGINNING PAINT & MAINT SVCS,924 W MC KINLEY ST,BATON ROUGE,70802,238000,,,NO,BATON ROUGE,123602,POINT (-91.188180757721 30.42378777198)
HOLLIES TRANSPORTATION LLC,275 EAST DR,BATON ROUGE,70806,485000,,,NO,BATON ROUGE,63909,POINT (-91.149254261624 30.446692219542)
PEARL NAILS SPA,8028 HOOPER RD,BATON ROUGE,70811,812000,,,NO,PARISH,114932,POINT (-91.107268175962 30.528945060449)
WILLIAMS FAMILY DENTISTRY,652 LOBDELL AVE,BATON ROUGE,70806,621000,,,NO,BATON ROUGE,133962,POINT (-91.111357238139 30.443909591507)
TAX TITLE & LICENSE OF LA,2130 O'NEAL LN,BATON ROUGE,70816,815000,,,NO,BATON ROUGE,136791,POINT (-91.008548674512 30.437710174971)
TAMMYS TAXI,5154 BRYANT DR,BATON ROUGE,70812,485000,,,NO,PARISH,90328,POINT (-91.110610817434 30.49805407558)
I & J ENTERPRISE,12215 MALLORY AVE,BATON ROUGE,70816,454000,,,NO,BATON ROUGE,15962,POINT (-91.047234471758 30.428534023423)
COMMCARE CORP BK,8340 BARINGER FOREMAN RD,BATON ROUGE,70817,623000,,,NO,PARISH,145766,POINT (-91.019395006556 30.374119796572)
TIMOTHY W BURGMEIER ATT AT LAW,2915 S SHERWOOD FOREST BLVD,BATON ROUGE,70816,541000,,,NO,BATON ROUGE,65820,POINT (-91.052564517916 30.426600798649)
RADIANT HOME IMPROVEMNET LLC,8729 GLENFIELD DR,BATON ROUGE,70809,,,,NO,PARISH,119786,POINT (-91.038692117361 30.370868010741)
WILLIAM LOWREY JR,301 SAINT FERDINAND ST,BATON ROUGE,70802,541000,,,NO,BATON ROUGE,66978,POINT (-91.186456193064 30.444731937797)
CENTRAL POOLS INC,12522 GREENWELL SPRINGS RD,BATON ROUGE,70814,238000,,,NO,PARISH,139969,POINT (-91.046198409381 30.500776484827)
MAGNOLIA SPA & NAILS,9878 STE B JEFFERSON HWY,BATON ROUGE,70809,812000,,,NO,PARISH,237860,POINT (-91.073784298058 30.409709806581)
YU DUIT TUIT,15959 STE C HEWWOOD AVE,BATON ROUGE,70806,812910,,,NO,BATON ROUGE,223833,POINT (-91.008708775449 30.438710529486)
R AND R MASONRY,2863 IROQUOIS ST,BATON ROUGE,70805,423000,,,NO,BATON ROUGE,65383,POINT (-91.159902230368 30.4725662203)
BLANCHARD PRINTING CO,1951 SHAWN DR,BATON ROUGE,70806,339000,,,NO,BATON ROUGE,50069,POINT (-91.099318702822 30.432222198054)
TWO MEN AND A TRUCK,11818 S HARRELL'S FERRY RD,BATON ROUGE,70816,815000,,,NO,BATON ROUGE,13301,POINT (-91.050934142804 30.430856775175)
MURPHY EXPRESS #8857,8144 FLORIDA BLVD,BATON ROUGE,70806,447000,,,YES,BATON ROUGE,136951,POINT (-91.103441851432 30.451451429127)
CROWN RESIDENTIAL GROUP,1222 STE 10 BOB PETTIT BLVD,BATON ROUGE,70820,236000,,,NO,BATON ROUGE,215191,POINT (-91.180826324813 30.396216791648)
HOIST & CRANE SERVICE GROUP INC,11542 RICHCROFT AVE,BATON ROUGE,70814,811000,,,NO,BATON ROUGE,155174,POINT (-91.05414578588 30.473429618777)
HOUCHINS CUSTOM FRAMING INC,16285 HIGHLAND RD,BATON ROUGE,70810,811000,,,NO,PARISH,36589,POINT (-91.045953451183 30.348023299101)
LORI D BROWN ATTORNEY AT LAW,2924 STE A2 BRAKLEY DR,BATON ROUGE,70816,,,,,BATON ROUGE,217123,POINT (-91.050659611455 30.425432764199)
MOORE CLEANING,12146 ARENA DR,BATON ROUGE,70811,561000,,,NO,PARISH,15444,POINT (-91.142828057672 30.556004160114)
WHITNEY BANK,5328 GOVERNMENT ST,BATON ROUGE,70806,522110,,,NO,BATON ROUGE,92464,POINT (-91.135223488183 30.444303296759)
BATON ROUGE TRAVEL CONCEPTS,10425 PLAZA AMERICANA DR,BATON ROUGE,70816,485000,,,NO,BATON ROUGE,3806,POINT (-91.070687805568 30.427261135407)
ATLAS REFRIGERATION SUPPLIES INC,7494 S CHOCTAW DR,BATON ROUGE,70806,423740,,,NO,BATON ROUGE,111559,POINT (-91.113385001248 30.470702888643)
THE EVERLASTING LEARNING CENTER,2832 MICHELLI DR,BATON ROUGE,70805,611000,,,NO,BATON ROUGE,64878,POINT (-91.126896037815 30.474926034026)
ALICIA'S KIDDIE STATION LLC,1827 BEAUMONT DR,BATON ROUGE,70806,713000,,,NO,BATON ROUGE,45961,POINT (-91.109541865121 30.466591890525)
CCI EVENTS INC,10191 PATRIOT DR,BATON ROUGE,70816,541000,,,NO,BATON ROUGE,176373,POINT (-91.07468256122 30.428784502042)
ONWUZULIGBO SEMIEN ATTY,11758 STE F S HARRELL'S FERRY RD,BATON ROUGE,70816,541110,,,NO,BATON ROUGE,135183,POINT (-91.051639086938 30.429874631256)
GOODWILL INDUSTRIES OF SOUTHEASTERN LA,5625 MAIN ST,ZACHARY,70791,453000,,,NO,ZACHARY,197277,POINT (-91.144898946356 30.648343795049)
ACADIAN SUPERETTE,3609 N ACADIAN THWY,BATON ROUGE,70805,445110,225-357-0276,,YES,BATON ROUGE,74784,POINT (-91.156911386146 30.48157775809)
ANZ HAMBURGERS,7970 STE J JEFFERSON HWY,BATON ROUGE,70809,722110,,,NO,PARISH,135090,POINT (-91.106800320514 30.425084833991)
STUDIO URBANE LLC,12722 PERKINS RD,BATON ROUGE,70810,,,,NO,PARISH,133835,POINT (-91.076684612359 30.367459787272)
LATHEMASTER METAL WORKS,11559 INVESTOR AVE,BATON ROUGE,70809,332812,,,NO,PARISH,11882,POINT (-91.051822845673 30.392800995765)
SUBWAY 12173,1815 S SHERWOOD FOREST BLVD,BATON ROUGE,70816,722000,,,NO,BATON ROUGE,136259,POINT (-91.056503560619 30.436200517747)
ON SITE AUDIO,11866 JEFFERSON HWY,BATON ROUGE,70816,441310,,,NO,PARISH,13668,POINT (-91.049572098089 30.395504673438)
MAX FOOD MART SNO CONES,7979 AIRLINE HWY,BATON ROUGE,70815,722000,,,YES,BATON ROUGE,114668,POINT (-91.105183670531 30.466861083179)
AVANTS SERVICES LLC,9023 W VERNON RD,ZACHARY,70791,,,,NO,ZACHARY,198048,POINT (-91.169372274037 30.69202481643)
THE LEARNING CENTER LLC,10689 PERKINS RD,BATON ROUGE,70810,624000,,,NO,PARISH,6048,POINT (-91.092012590086 30.376892947813)
WINGS AND MORE,4965 STE B GOVERNMENT ST,BATON ROUGE,70806,445000,,,NO,BATON ROUGE,225721,POINT (-91.13904662406 30.444805248916)
LANGLEY JAMES DDS,4809 JONES CREEK RD,BATON ROUGE,70817,621210,,,NO,PARISH,135475,POINT (-91.015322468877 30.410086439278)
RANDALL C. GARRETT,1822 PERKINS RD,BATON ROUGE,70808,531000,,,NO,BATON ROUGE,45668,POINT (-91.16342430867 30.432935129656)
INTEGRAL ARMS LLC,11933 MORGAN MEADOW AVE,CENTRAL,70818,453000,,,NO,CENTRAL,206479,POINT (-91.052776050074 30.543211194073)
NADINE AND COMPANY HAIR STUDIO,930 STE C1 O'NEAL LN,BATON ROUGE,70816,812000,,,NO,PARISH,229255,POINT (-91.008790887364 30.455817296242)
TERREON LINGERIE,1134 PEAR ST,BATON ROUGE,70802,454100,,,,BATON ROUGE,10552,POINT (-91.174223487688 30.431928859742)
JOHNNY E WELLONS,1160 FLORIDA ST,BATON ROUGE,70802,541110,,,NO,BATON ROUGE,12087,POINT (-91.177628781049 30.449473079287)
ELLIOT ROBERT L DR,8346 KELWOOD AVE,BATON ROUGE,70806,621111,,,NO,BATON ROUGE,117312,POINT (-91.098917664202 30.4474241681)
SPANKYS DAIQUIRIS & DELITES,4621 S SHERWOOD FOREST BLVD,BATON ROUGE,70816,722000,,,YES,BATON ROUGE,135599,POINT (-91.051016332224 30.412210299267)
TIGER GOLF CAMP LLC,15223 LOCKETT LN,BATON ROUGE,70810,815000,,,NO,PARISH,31570,POINT (-91.11424500218 30.317851036359)
CHASE BANK,5900 AIRLINE HWY,BATON ROUGE,70805,521110,,,NO,BATON ROUGE,98341,POINT (-91.131683038466 30.502033997525)
VINCES LIQUOR,8556 SCOTLAND AVE,BATON ROUGE,70807,445000,,,YES,BATON ROUGE,118770,POINT (-91.180060495207 30.525018690059)
BACKFLOW PREVENTION SVCS LLC,799 GARDERE LN,BATON ROUGE,70810,541000,,,NO,PARISH,166909,POINT (-91.12306060485 30.360960946709)
ASSOCIATED WATERPROOFING CORP,5057 OSBORNE AVE,BATON ROUGE,70805,238000,,,NO,BATON ROUGE,89090,POINT (-91.139543594939 30.473312704504)
US COAST GUARD MARINE SAFETY UNIT,6031 STE C CRESTMOUNT DR,BATON ROUGE,70809,922190,,,NO,PARISH,220573,POINT (-91.055996104095 30.39339417857)
TRANS LA GAS CO LOUISIANA GAS SRVC,450 LAUREL ST,BATON ROUGE,70801,221000,,,NO,BATON ROUGE,84104,POINT (-91.186692031661 30.450196199776)
A NEW INSPIRATION HALFWAY HOUSE FOR WOMEN,1272 LAUREL ST,BATON ROUGE,70802,623220,,,NO,BATON ROUGE,20088,POINT (-91.176181851158 30.450593397537)
CAMERAS ON WHEELS,13127 GENTRY AVE,BATON ROUGE,70817,541000,,,NO,PARISH,21487,POINT (-91.032913764714 30.402932813915)
ANGEL VIEW LLC,8070 NED AVE,BATON ROUGE,70820,531311,,,NO,PARISH,115262,POINT (-91.137581976259 30.355918212676)
AVERITT EXPRESS INC,11601 RIEGER RD,BATON ROUGE,70809,488510,,,NO,PARISH,12096,POINT (-91.049321777739 30.372861648009)
FSBO BATON ROUGE,646 RIVERVIEW DR,BATON ROUGE,70816,815000,,,NO,PARISH,104116,POINT (-90.996500376472 30.460962896148)
A PLUS CARING HEART,8085 PRESCOTT RD,BATON ROUGE,70812,623000,,,NO,PARISH,115338,POINT (-91.105112805415 30.489540702811)
RAY CASTRINOS,14919 COLONEL ALLEN CT,BATON ROUGE,70816,815000,,,NO,BATON ROUGE,30116,POINT (-91.019356512037 30.426933950614)
STEVE VON WILSON LOVEY,11048 TOLEDO BEND AVE,BATON ROUGE,70814,238000,,,NO,BATON ROUGE,8657,POINT (-91.061327950236 30.485138578984)
TESTAMERICA LABORATORIES,6121 BENEFIT DR,BATON ROUGE,70809,812000,,,NO,PARISH,100324,POINT (-91.050923714867 30.390139673068)
U-HAUL,7650 AIRLINE HWY,BATON ROUGE,70814,532120,,,NO,BATON ROUGE,112819,POINT (-91.111492429827 30.473211891394)
LOUISIANA NURSERY OUTLET #3,8680 PERKINS RD,BATON ROUGE,70810,444000,,,NO,BATON ROUGE,135988,POINT (-91.104649772843 30.386865346335)
DRUSILLA IMPORTS,3458 STE B DRUSILLA LN,BATON ROUGE,70809,453000,,,NO,BATON ROUGE,135379,POINT (-91.090209388479 30.420158779689)
CRACKER BARREL STORES INC. OFFICE,12221 INDUSTRIPLEX BLVD,BATON ROUGE,70809,561110,,,NO,PARISH,16039,POINT (-91.045089756368 30.383981246242)
DOLLAR GENERAL 4216,4770 HOOPER RD,BATON ROUGE,70811,453000,225-355-3532,http://dollargeneral.com,NO,BATON ROUGE,142315,POINT (-91.142464461382 30.521064802167)
SHIFA HEALTH ASSOCIATES,6717 GOYA AVE,BATON ROUGE,70806,624310,,,NO,BATON ROUGE,105827,POINT (-91.122284353607 30.459369010615)
BELTON HEARING SOLUTIONS ZACHARY,1121 CHURCH ST,ZACHARY,70791,815000,,,NO,ZACHARY,195310,POINT (-91.191650789162 30.655127886664)
EMPRESS SOLES,3454 LONE OAK DR,BATON ROUGE,70814,454000,,,,BATON ROUGE,73274,POINT (-91.105759316718 30.481233506114)
CIRCLE AUTO CARE LLC,2181 WOODDALE BLVD,BATON ROUGE,70806,811000,,,NO,BATON ROUGE,55082,POINT (-91.115692336363 30.468411909428)
ALLA'S FINE ART INC,12232 STE 29 INDUSTRIPLEX BLVD,BATON ROUGE,70809,453220,,,NO,PARISH,132546,POINT (-91.043825712899 30.383309481812)
KAGINEERING,10309 MAMMOTH AVE,BATON ROUGE,70814,425120,,,NO,BATON ROUGE,2679,POINT (-91.072630917684 30.477446393418)
JEREMY LEBLANCS APPLIANCE SERVICE,8935 FOXGATE DR,BATON ROUGE,70809,811000,,,NO,PARISH,121009,POINT (-91.041716546399 30.369630636074)
KITH & KIN CARE GIVERS LLC,261 STARING LN,BATON ROUGE,70808,812000,,,NO,BATON ROUGE,61953,POINT (-91.121782834464 30.371474052525)
